Frame  Phase
0001	3
0002	3
0003	3
0004	3
0005	3
0006	3
0007	3
0008	3
0009	3
0010	3
0011	3
0012	3
0013	3
0014	3
0015	3
0016	3
0017	3
0018	3
0019	3
0020	3
0021	3
0022	3
0023	3
0024	3
0025	3
0026	3
0027	3
0028	3
0029	3
0030	3
0031	3
0032	3
0033	3
0034	3
0035	3
0036	3
0037	3
0038	3
0039	3
0040	3
0041	3
0042	3
0043	3
0044	3
0045	3
0046	3
0047	3
0048	3
0049	3
0050	3
0051	3
0052	3
0053	3
0054	3
0055	3
0056	3
0057	3
0058	3
0059	3
0060	3
0061	3
0062	3
0063	3
0064	3
0065	3
0066	3
0067	3
0068	3
0069	3
0070	3
0071	3
0072	3
0073	3
0074	3
0075	3
0076	3
0077	3
0078	3
0079	3
0080	3
0081	3
0082	3
0083	3
0084	3
0085	3
0086	3
0087	3
0088	3
0089	3
0090	3
0091	3
0092	3
0093	3
0094	3
0095	3
0096	3
0097	3
0098	3
0099	3
0100	3
0101	3
0102	3
0103	3
0104	3
0105	3
0106	3
0107	3
0108	3
0109	3
0110	3
0111	3
0112	3
0113	3
0114	3
0115	3
0116	3
0117	3
0118	3
0119	3
0120	3
0121	3
0122	3
0123	3
0124	3
0125	3
0126	3
0127	3
0128	3
0129	3
0130	3
0131	3
0132	3
0133	3
0134	3
0135	3
0136	3
0137	3
0138	3
0139	3
0140	3
0141	3
0142	3
0143	3
0144	3
0145	3
0146	3
0147	3
0148	3
0149	3
0150	3
0151	3
0152	3
0153	3
0154	3
0155	3
0156	3
0157	3
0158	3
0159	3
0160	3
0161	3
0162	3
0163	3
0164	3
0165	3
0166	3
0167	3
0168	3
0169	3
0170	3
0171	3
0172	3
0173	3
0174	3
0175	3
0176	3
0177	3
0178	3
0179	3
0180	3
0181	3
0182	3
0183	3
0184	3
0185	3
0186	3
0187	3
0188	3
0189	3
0190	3
0191	3
0192	3
0193	3
0194	3
0195	3
0196	3
0197	3
0198	3
0199	3
0200	3
0201	3
0202	3
0203	3
0204	3
0205	3
0206	3
0207	3
0208	3
0209	3
0210	3
0211	3
0212	3
0213	3
0214	3
0215	3
0216	3
0217	3
0218	3
0219	3
0220	3
0221	3
0222	3
0223	3
0224	3
0225	3
0226	3
0227	3
0228	3
0229	3
0230	3
0231	3
0232	3
0233	3
0234	3
0235	3
0236	3
0237	3
0238	3
0239	3
0240	3
0241	3
0242	3
0243	3
0244	3
0245	3
0246	3
0247	3
0248	3
0249	3
0250	3
